Loss,TrainTime,BackPropTime,K,Iter,Nodes
7.600608479976654,0.04439900000000008,0.08114899999999992,3,0,18
5.996513742208481,0.05511599999999994,0.10153699999999999,3,1,16
5.277418255805969,0.052456999999999976,0.10279900000000008,3,2,16
4.2518173396587375,0.032338999999999896,0.06806199999999984,3,3,15
5.100310683250427,0.03422800000000015,0.06493700000000002,3,4,10
5.810432612895966,0.040462999999999916,0.06756599999999979,3,5,13
4.294876420497895,0.03365499999999999,0.07646100000000011,3,6,17
1.2546299934387206,0.03496900000000025,0.07040400000000036,3,7,14
5.065850567817688,0.03023599999999993,0.07031900000000002,3,8,9
4.183294028043747,0.03281499999999982,0.0671649999999997,3,9,13
3.4053017020225527,0.035204000000000235,0.0728930000000001,3,10,11
4.296350973844528,0.03721400000000008,0.06724399999999964,3,11,13
5.076254791021347,0.03609799999999996,0.07695100000000021,3,12,17
4.295520758628845,0.036131000000000135,0.0625779999999998,3,13,15
3.4886125206947325,0.03606499999999979,0.06871800000000006,3,14,15
5.0332051575183865,0.03391299999999964,0.0604070000000001,3,15,13
1.0058639883995055,0.03337500000000038,0.06597800000000031,3,16,13
4.247130608558654,0.03444999999999965,0.07044300000000003,3,17,14
8.386232751607896,0.03552199999999939,0.07387799999999967,3,18,17
4.269670897722245,0.03728400000000054,0.07526600000000006,3,19,17
1.039941132068634,0.031314000000000064,0.09229999999999983,3,20,13
2.7678771555423736,0.036524,0.07294900000000037,3,21,17
2.6534744620323183,0.03586000000000045,0.07484000000000002,3,22,14
3.36516951918602,0.047090999999999994,0.09179000000000048,3,23,16
5.022879523038864,0.03817599999999999,0.07640600000000042,3,24,12
5.125177735090256,0.03861999999999988,0.07616800000000001,3,25,13
4.170218193531037,0.038300000000000445,0.08148199999999939,3,26,15
3.3713461071252824,0.031950000000000145,0.07482199999999928,3,27,13
5.0151386737823485,0.03482499999999966,0.0862280000000002,3,28,10
4.2982923030853275,0.03758999999999979,0.08630899999999997,3,29,12
2.5290383219718935,0.033945000000000114,0.07173199999999991,3,30,14
4.241323906183243,0.038280999999999565,0.07398500000000041,3,31,16
3.3837357997894286,0.04190199999999944,0.0800080000000003,3,32,15
2.584311971068382,0.0347609999999996,0.06779899999999994,3,33,14
1.905422219634056,0.03632900000000028,0.0689289999999998,3,34,15
2.3290813863277435,0.047868000000000244,0.09550700000000045,3,35,14
4.103303718566894,0.041668999999999734,0.08174799999999927,3,36,14
5.068934506177902,0.03992199999999979,0.10257300000000047,3,37,15
4.0360794305801395,0.03786199999999962,0.07316400000000023,3,38,16
2.375378143787384,0.03524599999999989,0.08297000000000043,3,39,14
5.0020339548587796,0.035364000000000395,0.05644699999999947,3,40,9
4.854705706238747,0.0381860000000005,0.09090199999999982,3,41,11
4.843753829598427,0.047892000000000046,0.08253299999999975,3,42,12
2.4111291855573653,0.0327510000000002,0.05951799999999974,3,43,11
3.5182815313339235,0.03154500000000038,0.07658699999999996,3,44,15
2.5210093170404435,0.03931799999999974,0.08028499999999994,3,45,12
1.5110139071941375,0.03616299999999928,0.09713900000000031,3,46,12
5.079034751653671,0.037361000000000644,0.077299,3,47,10
1.3371067762374877,0.04368200000000044,0.06772500000000026,3,48,11
2.659490039944649,0.04160599999999981,0.08737700000000004,3,49,18
3.234781786799431,0.03587600000000002,0.06393699999999924,3,50,13
4.86942410171032,0.03391799999999989,0.07533000000000101,3,51,14
