Loss,TrainTime,BackPropTime,K,Iter,Nodes
9.2723205576092,16.458342000000002,13.738436999999998,-1,1,307
8.787582356610802,19.305825999999996,9.757118000000006,-1,2,412
9.091547719985247,20.377897000000004,11.638369000000012,-1,3,424
8.976078407769673,18.397779,10.81682099999999,-1,4,423
9.126583219960011,18.06323900000001,9.141890000000018,-1,5,426
8.701802853551708,21.043495000000007,8.268158999999997,-1,6,429
8.127862635032143,18.343826000000007,8.027631000000014,-1,7,431
8.344958415242582,20.043662000000012,10.101700999999991,-1,8,407
9.228577342142016,14.884841999999992,8.564175999999975,-1,9,425
8.221429370755505,19.17645299999998,11.163968000000011,-1,10,422
8.543632633238012,18.668432999999993,9.072665000000029,-1,11,411
8.223360292693688,16.02104399999996,8.703234000000009,-1,12,432
8.344909783122057,14.576354999999978,8.705309999999997,-1,13,420
8.546114699755563,17.820312,11.620214999999973,-1,14,420
8.497194735824596,17.96567600000003,12.495637000000045,-1,15,440
8.82814233598001,17.96934200000004,10.206004000000007,-1,16,440
8.086174943271034,17.665160000000014,13.646393999999987,-1,17,420
8.738895883089862,17.563829,12.41199000000006,-1,18,447
8.771295969386266,20.537900000000036,12.0884870000001,-1,19,434
8.84402928841424,15.617100999999934,8.805266999999958,-1,20,444
8.902211668438685,16.897398000000067,11.603460000000041,-1,21,424
8.93810162527574,16.690765000000056,9.093360000000075,-1,22,418
8.338453932246193,17.746819000000073,9.889974000000052,-1,23,420
8.270877966992993,20.424893999999995,8.223288999999909,-1,24,427
8.522199373806433,16.932962999999972,10.831060999999977,-1,25,447
8.987918769044336,16.703178999999977,13.480609999999956,-1,26,415
8.689094917078256,16.036358999999948,10.422643000000107,-1,27,432
8.673310357704759,18.99405999999999,11.121224999999981,-1,28,429
8.529939011675888,17.885036000000014,8.01852800000006,-1,29,427
8.71198204420376,18.066771000000017,9.715187000000014,-1,30,400
8.687540117278695,15.402343999999971,8.958310000000097,-1,31,407
8.46148098353995,17.645081000000005,10.075319000000036,-1,32,408
8.623804481021653,16.31903299999999,10.721091999999999,-1,33,414
8.604360267374723,20.79286400000001,9.304553000000055,-1,34,419
8.48769412412861,20.101256000000035,13.924622999999997,-1,35,434
8.417085138733528,21.810640000000035,10.271777000000043,-1,36,424
8.934352984974394,17.71824700000002,9.617496999999958,-1,37,416
8.708614112578944,18.863311000000067,11.888354000000163,-1,38,409
8.090187650527223,14.269509000000198,10.59722899999997,-1,39,412
8.501721961350995,19.038365999999996,13.131648000000041,-1,40,418
8.883645366469281,19.107737000000043,13.348995000000059,-1,41,432
8.54341590590455,16.889568000000054,11.766969999999901,-1,42,418
8.50462891919764,16.973741000000018,14.569635000000062,-1,43,422
8.39950763267283,15.96509900000001,11.822374999999965,-1,44,414
8.468098155824919,14.103554999999915,12.764077999999927,-1,45,417
8.489107149272604,17.023738999999978,9.195897999999943,-1,46,400
8.479565369316187,17.841612999999825,14.016937000000098,-1,47,408
8.712046690621355,17.94904900000006,12.361542999999983,-1,48,400
8.545258105225367,18.293044999999893,13.854237000000012,-1,49,405
8.69600618026103,18.14899300000002,10.88158999999996,-1,50,405
8.005163591556265,17.21362799999997,11.650206000000026,-1,51,404
8.60519122053709,15.792228999999907,11.480155999999852,-1,52,406
8.439715790807385,16.966263000000026,13.6609890000002,-1,53,416
8.2022902870916,17.230816000000004,12.19052600000009,-1,54,410
8.502315017174551,16.95694400000002,11.807120999999825,-1,55,433
8.672535665439936,17.881028000000015,11.42227899999989,-1,56,401
8.806554436998558,16.896365999999944,12.014259999999922,-1,57,412
8.62197633894437,16.351487000000134,13.622712999999976,-1,58,395
8.701449577603052,15.075550000000021,10.488999000000149,-1,59,390
8.840667628377705,18.888404000000037,15.927108999999973,-1,60,409
8.470051701889025,19.525910000000067,13.930818000000045,-1,61,404
8.698605841361859,16.972659999999905,12.479076999999961,-1,62,409
8.550698784088818,15.000095999999985,12.35354899999993,-1,63,400
8.361195819228815,17.09026400000016,13.426169000000073,-1,64,407
8.537907716973569,19.13952200000017,15.300241000000142,-1,65,419
8.636227667428903,20.79770099999996,16.045962000000145,-1,66,408
8.402246526253876,18.019695000000183,15.220894000000044,-1,67,407
8.857778641359182,17.765854999999874,14.388897999999926,-1,68,421
8.515924827674025,16.045622000000094,13.362412000000177,-1,69,405
8.629626769272873,16.814587000000074,10.63797999999997,-1,70,412
8.462815172108822,19.620614999999816,13.676535000000058,-1,71,419
8.544917203637743,25.077238999999736,20.588378999999804,-1,72,401
7.89889207508837,16.706470999999965,11.60482200000024,-1,73,417
8.365667743056692,14.685011999999915,9.974408999999923,-1,74,389
8.746753949339618,20.165801999999985,17.55239599999959,-1,75,437
8.54632096036985,14.940414000000146,9.985043000000132,-1,76,411
8.674731660450925,14.888672000000042,10.499926000000414,-1,77,435
8.332576912007353,15.575641999999789,12.340355999999701,-1,78,424
8.322794210371795,17.50611200000003,12.81607299999996,-1,79,429
8.372014896095207,15.546734999999899,8.750982000000022,-1,80,426
8.61451339934647,16.66605400000026,11.387767000000167,-1,81,415
8.546523312148784,14.084675000000061,10.231256999999914,-1,82,415
8.741830845652293,18.696774000000005,14.598151000000144,-1,83,422
8.982090202114923,14.974528000000191,9.867791000000125,-1,84,412
8.565111809693189,16.339445999999953,12.693527000000358,-1,85,407
8.679532568866561,14.959727999999814,12.439409000000069,-1,86,426
8.21376245847816,16.988872999999785,10.239462999999887,-1,87,417
8.365075294007838,18.173126999999567,13.564442000000327,-1,88,415
8.785733787835051,14.131678000000193,10.287428999999975,-1,89,430
8.330877221998962,16.22141499999998,11.102294999999685,-1,90,437
8.637668667668477,15.218947999999727,11.197419999999966,-1,91,434
8.85316227781339,14.661796000000322,10.026452000000063,-1,92,417
8.162689878557794,15.590322000000015,11.52838200000042,-1,93,425
8.93759541315696,14.048686000000089,10.384821000000102,-1,94,438
8.357599113770412,13.165483000000222,8.594716999999946,-1,95,424
8.581515289115414,15.853604999999789,10.805628999999954,-1,96,431
8.618348096966875,16.290081999999984,11.0240960000001,-1,97,412
8.17740299956211,16.925557000000026,9.694086000000425,-1,98,426
8.326868091407231,14.189033999999992,10.54793299999983,-1,99,417
8.672264766211446,17.31196799999998,13.919937000000118,-1,100,424
8.463710136917362,18.425080999999864,13.983416999999918,-1,101,439
8.830261621626995,15.327495999999883,8.947164000000157,-1,102,436
8.288453409098292,15.091595999999754,9.490328999999747,-1,103,433
8.410045996068876,15.743677999999818,10.865899999999783,-1,104,427
8.17777810938438,14.78340900000012,9.63267500000029,-1,105,428
8.900612595938146,14.800576000000092,10.01618499999995,-1,106,431
8.305946998670187,15.52599900000041,12.726540999999997,-1,107,428
8.35066606190434,13.281492999999955,10.162744000000203,-1,108,426
9.064841321781278,16.596662999999808,13.310277999999926,-1,109,413
8.541168610386666,14.884758000000147,12.656368999999813,-1,110,422
8.526137266802325,14.455323999999564,10.523681000000124,-1,111,409
8.025386201363727,14.94827899999973,11.624229000000014,-1,112,398
8.593031832707057,14.70448400000032,10.309467999999924,-1,113,413
8.952129091732203,14.47914800000035,11.360352000000148,-1,114,420
8.631858863282105,15.680753000000095,11.489043000000038,-1,115,428
8.50484074273263,13.566495999999916,11.15664199999992,-1,116,415
8.337073203710315,15.95839100000012,11.751087999999982,-1,117,427
8.86121217328051,17.42805899999985,13.204932999999983,-1,118,404
8.720588563862838,14.769846000000143,11.204126999999971,-1,119,414
8.153259317252523,17.297892000000047,13.264816999999766,-1,120,409
8.806640894309675,17.38429099999985,14.263703000000078,-1,121,427
8.198822438156421,16.619148000000223,12.738139000000047,-1,122,418
8.683075826823188,18.83390300000019,10.925261999999748,-1,123,407
8.94125288143754,16.80367299999989,13.261063999999806,-1,124,405
8.416957063009322,16.852436000000125,8.158473999999842,-1,125,414
8.074732645117546,18.020849,10.457276000000093,-1,126,442
8.56990597049611,16.854225999999926,10.128916000000117,-1,127,416
8.419570058577301,18.418657000000167,12.308016999999836,-1,128,436
8.905673563001038,19.20021799999995,14.443824999999833,-1,129,441
7.984141715295263,19.18951700000025,13.635885000000144,-1,130,420
