Branching Factor,Num Examples,Accuracy,Training Time (s),Test Time (s)
10,1,0.1,0.0002779960632324219,0.5721051692962646
10,1,0.108,0.00013589859008789062,0.8491630554199219
10,1,0.1354,0.00013589859008789062,0.8137481212615967
10,1,0.1069,0.00014209747314453125,0.8628990650177002
10,1,0.0994,0.00018405914306640625,1.138960838317871
10,1,0.0876,0.00015497207641601562,1.0069220066070557
10,1,0.0912,0.00019598007202148438,0.8506231307983398
10,1,0.1047,0.0001850128173828125,0.867729902267456
10,1,0.1196,0.00015115737915039062,1.3915338516235352
10,1,0.1509,0.0002779960632324219,0.9092450141906738
10,10,0.1561,0.0017178058624267578,2.0889689922332764
10,10,0.1633,0.0013959407806396484,2.0762739181518555
10,10,0.1493,0.0009360313415527344,1.837939977645874
10,10,0.1283,0.0010859966278076172,2.175067901611328
10,10,0.1154,0.0010302066802978516,1.636023998260498
10,10,0.0736,0.0009160041809082031,1.9620599746704102
10,10,0.1621,0.0013499259948730469,1.713663101196289
10,10,0.1263,0.0007979869842529297,1.2591240406036377
10,10,0.1124,0.0009448528289794922,1.4572560787200928
10,10,0.1469,0.0011179447174072266,1.5670819282531738
10,100,0.1736,0.019320011138916016,3.6972851753234863
10,100,0.1721,0.019412994384765625,4.071703910827637
10,100,0.166,0.021923065185546875,4.326416969299316
10,100,0.1629,0.0260009765625,6.215906858444214
10,100,0.1688,0.02110910415649414,3.9699950218200684
10,100,0.1571,0.020142078399658203,3.6146228313446045
10,100,0.1706,0.02105712890625,4.225941896438599
10,100,0.1736,0.02182292938232422,4.569518089294434
10,100,0.1907,0.027823925018310547,4.711694955825806
10,100,0.172,0.01962590217590332,3.962646007537842
10,1000,0.2248,0.40793800354003906,7.6012749671936035
10,1000,0.2026,0.43059611320495605,7.638252019882202
10,1000,0.2115,0.43523597717285156,7.505970001220703
10,1000,0.2029,0.4447598457336426,7.789057970046997
10,1000,0.2031,0.39227890968322754,7.585958957672119
10,1000,0.1995,0.3668370246887207,6.777794122695923
10,1000,0.2064,0.37064695358276367,7.080502986907959
10,1000,0.1872,0.362684965133667,6.814689874649048
10,1000,0.2078,0.35364484786987305,6.857468128204346
10,1000,0.2,0.3943021297454834,7.695189952850342
10,5000,0.2365,2.816890001296997,10.088373899459839
10,5000,0.2338,2.674630880355835,9.524276971817017
10,5000,0.2311,2.652020215988159,9.831361055374146
10,5000,0.2244,2.6611571311950684,9.85286283493042
10,5000,0.2222,2.53177809715271,9.439207077026367
10,5000,0.2342,2.656230926513672,9.681761980056763
10,5000,0.2296,2.6375439167022705,9.779190063476562
10,5000,0.2391,2.511214017868042,9.42592191696167
10,5000,0.2264,2.4736509323120117,9.103820085525513
10,5000,0.237,2.7900280952453613,10.223567008972168
10,10000,0.2397,5.79468297958374,10.461380004882812
10,10000,0.2447,5.861714124679565,10.741397142410278
10,10000,0.2425,5.962194919586182,10.864187002182007
10,10000,0.2351,5.831532001495361,10.63255000114441
10,10000,0.2455,5.431365966796875,10.042153120040894
10,10000,0.243,6.127909898757935,11.400460958480835
10,10000,0.2324,5.59667706489563,10.17536187171936
10,10000,0.242,5.94340705871582,11.008709907531738
10,10000,0.2392,6.275444030761719,11.512670993804932
10,10000,0.2377,6.209614992141724,11.335492134094238
10,20000,0.2511,12.955556869506836,11.562817096710205
10,20000,0.2527,12.676406860351562,11.340643167495728
10,20000,0.2619,12.91274881362915,11.686568021774292
10,20000,0.2492,12.814481973648071,11.498726844787598
10,20000,0.2547,12.249283075332642,11.273226022720337
10,20000,0.2566,12.876899003982544,11.997738122940063
10,20000,0.2582,12.940066814422607,11.592818975448608
10,20000,0.2594,13.551820993423462,12.314697027206421
10,20000,0.2559,12.16172194480896,11.124336004257202
10,20000,0.2602,13.87318205833435,12.334948062896729
10,30000,0.2591,22.554968118667603,13.222080945968628
10,30000,0.2645,20.987344980239868,12.43324589729309
10,30000,0.2651,21.423502922058105,12.689000844955444
10,30000,0.2662,21.22523021697998,12.507645845413208
10,30000,0.2592,20.052449941635132,11.828338861465454
10,30000,0.2652,21.78175187110901,13.078711986541748
10,30000,0.2692,21.315650939941406,12.635548830032349
10,30000,0.2689,20.83461904525757,12.445929050445557
10,30000,0.2639,20.656835794448853,12.1526620388031
10,30000,0.2591,21.846802949905396,12.890598058700562
10,40000,0.2668,28.84288787841797,12.65007495880127
10,40000,0.2707,30.468837022781372,13.559103965759277
10,40000,0.2623,28.647568941116333,12.677397012710571
10,40000,0.2706,28.77121901512146,12.6681969165802
10,40000,0.2634,28.276414155960083,12.85197901725769
10,40000,0.2762,30.18050217628479,13.23148798942566
10,40000,0.2701,28.01204800605774,12.363893985748291
10,40000,0.2704,28.159234046936035,12.528271913528442
10,40000,0.2692,28.634734869003296,12.665914058685303
10,40000,0.268,27.245009183883667,12.166226863861084
10,50000,0.2735,37.71054291725159,13.4529128074646
10,50000,0.268,36.7097749710083,12.983670949935913
10,50000,0.2692,37.4229941368103,13.078768968582153
10,50000,0.2747,36.62857913970947,12.918170928955078
10,50000,0.2718,35.24590587615967,12.476302862167358
10,50000,0.2721,36.222493171691895,12.911128997802734
10,50000,0.2688,38.760414838790894,13.805819988250732
10,50000,0.2775,34.65315103530884,12.205360889434814
10,50000,0.2733,36.94365692138672,13.030960083007812
10,50000,0.268,36.98539090156555,12.977118015289307
