Loss,TrainTime,BackPropTime,K,Iter,Nodes
8.290295951794366,30.451282999999997,81.066513,-1,1,767
8.253454188760758,32.19582300000002,88.84437299999999,-1,2,754
8.363979485541039,29.509394000000043,90.317566,-1,3,774
8.363979513513158,33.63620000000003,96.75485600000007,-1,4,769
8.462224228134223,22.18537399999991,55.771343,-1,5,754
8.486785326356845,27.01970700000004,76.10133899999994,-1,6,771
8.327137700865201,32.637492000000066,106.58803,-1,7,756
8.216612433312305,28.839124000000083,89.80734500000005,-1,8,775
8.228892973540118,32.978470000000016,95.48804700000005,-1,9,790
8.302576583558617,26.469816000000037,70.76015399999983,-1,10,825
8.228892990062324,30.758396000000175,95.09035700000004,-1,11,751
8.413101877814391,34.90985599999999,87.13383900000008,-1,12,762
8.327137719944508,34.316656000000194,93.43663800000013,-1,13,731
8.425382410400005,35.502571000000216,100.86291899999992,-1,14,744
8.339418325015188,27.84419399999979,83.84407899999997,-1,15,767
8.278015360714402,31.637216999999964,90.0422480000002,-1,16,770
8.363979498253205,29.282233000000133,84.92062399999986,-1,17,752
8.216612438427672,25.921466000000237,84.313267,-1,18,764
8.3885406740425,31.282060999999885,79.79955299999983,-1,19,750
8.204331856240518,27.80313100000012,72.37095099999988,-1,20,780
8.278015368367079,28.68986300000006,79.31822699999975,-1,21,765
8.44994360526395,29.16549699999996,88.61785000000009,-1,22,801
8.40082120282622,30.544722000000093,78.07655900000009,-1,23,765
8.44994359126625,28.207644000000073,77.85475499999984,-1,24,765
8.1183677097961,25.96039699999983,69.31904200000008,-1,25,770
8.24117363200259,28.568547000000308,75.25883900000008,-1,26,806
8.44994360780359,29.566507999999885,78.99949399999969,-1,27,781
8.26573479254241,30.59515300000021,79.481178,-1,28,809
8.192051220653424,37.041937000000416,107.40671800000018,-1,29,767
8.265734774735833,32.501136999999744,93.68595000000005,-1,30,755
8.35169890717091,29.949017999999796,91.32124900000008,-1,31,780
8.425382434566739,28.354531999999836,86.43878500000028,-1,32,753
8.27801535438335,27.040882000000238,80.46981000000005,-1,33,773
