Loss,TrainTime,BackPropTime,K,Iter,Nodes
8.106087071675187,4.371301999999999,6.302573000000002,-1,1,163
8.106087198855045,3.7691170000000014,5.923048000000001,-1,2,160
8.4745047276405,4.054181999999997,6.036572999999997,-1,3,160
7.737669479334727,4.587195000000001,6.986235000000001,-1,4,162
8.597310651097603,4.188980999999998,5.621692000000003,-1,5,184
8.351698804171756,3.959543999999994,6.063218000000006,-1,6,165
8.1060871225611,3.625259,4.808829000000003,-1,7,158
8.351698867750043,4.268422000000001,6.253453999999991,-1,8,179
7.9832812881136,4.240480000000005,5.702797999999987,-1,9,165
8.228892957008599,3.610994000000005,4.742767000000001,-1,10,184
8.474504778514772,3.564009999999996,5.042654999999996,-1,11,179
8.228892982439914,4.424132999999998,7.381067999999999,-1,12,184
8.106087122537817,3.9289759999999774,5.4583769999999845,-1,13,187
8.106087097118143,3.80811700000001,6.41543200000001,-1,14,170
8.474504829389042,3.9859170000000006,5.344799000000023,-1,15,181
8.842922320039166,4.000853000000006,5.999329999999986,-1,16,163
8.228893033314186,3.6191419999999823,5.067952999999989,-1,17,168
7.8604754663235505,4.249822999999992,6.6406390000000215,-1,18,182
8.106087160673148,3.8042330000000106,5.5774310000000185,-1,19,176
8.474504753083457,4.542788000000002,6.663746000000003,-1,20,170
8.35169885505767,4.17309800000001,6.465496999999999,-1,21,176
7.983281262659002,3.698211999999984,5.8572440000000086,-1,22,185
8.22889300788287,3.9401920000000246,5.802040000000005,-1,23,191
8.474504753083457,4.678383999999994,6.485768999999976,-1,24,177
7.9832811736494,4.802767000000017,6.717502999999965,-1,25,173
8.597310651120885,3.5034630000000107,5.622195000000033,-1,26,190
7.983281262659002,4.6619080000000395,6.588966000000028,-1,27,171
7.9832811863301325,4.008818000000019,6.397633000000042,-1,28,170
8.22889298247484,4.298318999999992,6.6588709999999764,-1,29,171
8.351698816922339,5.761182000000019,9.013458000000014,-1,30,178
8.106087109833801,4.002943000000016,5.608671000000015,-1,31,183
7.860475390052889,5.245682999999985,8.017646000000013,-1,32,174
8.351698867738403,4.699824000000035,7.888074000000017,-1,33,191
8.106087058947887,3.7063909999999964,5.594607999999994,-1,34,188
7.983281224546954,4.191824999999994,5.865046000000007,-1,35,192
8.228892995132288,4.410853999999972,6.677250999999956,-1,36,184
8.106087122549457,4.88062199999996,8.127348999999981,-1,37,197
8.474504778479847,5.140958000000012,7.905891999999994,-1,38,185
8.72011642201338,4.225602000000038,5.9802420000000325,-1,39,190
8.597310663848184,3.8461639999999875,5.99369200000001,-1,40,181
8.106087147980773,3.4823109999999815,4.9468180000000075,-1,41,187
8.474504765810755,4.323680999999965,6.5822109999999725,-1,42,175
8.597310663813259,4.126205000000027,6.4152500000000146,-1,43,197
8.106087109857084,4.268961000000047,7.242985000000033,-1,44,190
8.351698969486945,3.5560899999999833,5.098767000000009,-1,45,184
7.983281300817616,4.692335000000014,8.094206999999983,-1,46,192
8.720116460137069,4.9866289999999935,7.1426910000000134,-1,47,189
7.860475402803471,4.291486999999961,6.490705000000048,-1,48,192
7.860475390029605,4.439070000000015,6.210190000000011,-1,49,181
8.84292235818614,4.93290300000001,8.544326999999953,-1,50,179
8.351698893193001,3.8283069999999952,5.763494000000037,-1,51,178
8.228892956996958,3.7772899999999936,5.725039999999922,-1,52,199
8.842922370901796,4.120674000000008,5.72380899999996,-1,53,192
8.2288930587455,4.011044999999967,6.266836000000012,-1,54,200
8.106087147969133,4.11277599999994,5.84852699999999,-1,55,197
8.35169899490662,4.015826000000061,6.198817000000076,-1,56,196
8.597310587554238,4.138335999999981,6.032466999999997,-1,57,190
8.351698855034385,5.934008999999946,10.81391700000006,-1,58,195
8.35169885505767,3.8883280000000013,5.261173999999983,-1,59,203
8.720116498307325,3.6878980000000183,5.994747999999959,-1,60,200
8.35169879146774,3.89502200000004,6.027016000000003,-1,61,197
8.84292239630983,3.525022999999919,6.32937800000002,-1,62,188
8.228892982416632,4.201388999999949,6.4337150000000065,-1,63,192
8.720116447433053,5.008593999999903,7.95456999999999,-1,64,179
7.860475364691423,5.643083999999931,7.102048000000082,-1,65,193
8.106087122584382,4.128097000000025,6.821215000000052,-1,66,211
8.106087109833801,4.682319000000007,6.968677999999954,-1,67,201
7.737669504766042,4.721357000000012,7.466357000000016,-1,68,206
8.106087084425768,4.195963000000006,5.824995999999942,-1,69,190
8.351698842307087,3.8739209999999957,6.583540999999968,-1,70,191
8.22889304600656,4.2188050000000885,5.816020999999978,-1,71,193
7.860475301054927,3.815018000000009,5.467786000000046,-1,72,203
8.106087135265115,5.5273220000000265,7.635120000000029,-1,73,191
8.597310625701212,3.794029000000023,6.3230780000000095,-1,74,193
8.597310600258254,4.067940000000021,5.930142000000046,-1,75,189
7.983281224512029,4.399279000000092,7.353428000000008,-1,76,204
8.106087033551496,4.0997429999999895,6.259206999999947,-1,77,192
8.474504753083457,4.899425000000065,7.821185000000014,-1,78,206
8.106087122584382,4.53903600000001,7.088235000000054,-1,79,197
8.474504702209185,5.454535999999962,9.40879300000006,-1,80,199
8.474504714959767,3.939740000000029,5.882470000000012,-1,81,193
7.983281288090317,4.528843000000052,7.417302000000063,-1,82,189
8.22889296974754,5.760756000000015,8.382727000000045,-1,83,196
8.1060871225611,4.134100999999987,6.8836390000000165,-1,84,195
8.474504778514772,4.294975000000022,6.759274000000005,-1,85,209
8.106087109833801,4.649705999999924,6.694818999999939,-1,86,203
8.597310587542598,4.530122000000006,6.674733999999944,-1,87,191
8.106087122572742,4.214422000000013,5.627938999999969,-1,88,201
8.4745047276405,4.822542999999996,5.987049999999954,-1,89,195
8.228892906169252,3.5161769999999706,5.218869000000041,-1,90,196
7.983281211796372,5.12883799999986,7.313220999999885,-1,91,201
8.351698855046028,4.333859999999959,6.870437000000038,-1,92,200
8.351698867750043,4.513228000000026,7.091813000000002,-1,93,202
8.106087109833801,4.82603899999981,6.267320999999811,-1,94,203
8.22889291889655,3.534652000000051,4.824949999999944,-1,95,204
8.228892995120647,4.734298000000081,7.374401000000034,-1,96,204
7.983281237227687,4.98110900000006,6.680912000000035,-1,97,210
8.597310612973912,5.350003999999899,7.6736929999999575,-1,98,199
8.106087071733395,4.134706000000051,7.1228399999999965,-1,99,202
8.228892867987355,5.606119999999919,8.274353999999903,-1,100,203
8.228892995202138,5.342664000000013,8.034382999999934,-1,101,200
8.8429224599114,3.9529519999998683,6.9246270000001005,-1,102,206
8.597310600258254,5.172587000000021,7.47439600000007,-1,103,196
8.597310612973912,5.605715000000146,7.435414000000037,-1,104,204
8.228893033325827,4.64932900000008,6.399765000000116,-1,105,194
7.983281262670643,4.709574999999859,7.333506999999827,-1,106,199
7.983281249978269,4.387931999999864,6.426095000000032,-1,107,206
7.983281288090317,5.095370999999886,6.684524999999894,-1,108,203
8.351698905908657,5.572055000000091,8.091421000000082,-1,109,205
8.474504702197542,4.222938000000113,5.9577039999999215,-1,110,205
7.86047536459829,4.026129000000083,6.116567999999916,-1,111,209
8.474504740391081,4.413675000000012,6.504942000000028,-1,112,189
8.228893033302544,5.246433999999908,7.217928000000029,-1,113,196
7.98328124998991,4.959709000000203,7.758530999999948,-1,114,193
8.228892957020241,4.534840000000031,6.068655000000035,-1,115,199
8.597310663859826,3.867025999999896,5.565323000000035,-1,116,213
8.228892918861627,6.026293000000123,9.858445999999958,-1,117,209
8.35169894405563,4.692515000000185,6.22162000000003,-1,118,201
8.965728154498308,7.262894999999844,11.283465999999862,-1,119,199
8.474504740379441,4.521193999999923,6.5883400000000165,-1,120,201
8.47450475310674,4.649085000000014,6.419280999999955,-1,121,203
8.351698880477343,4.952641999999969,7.998663000000079,-1,122,205
8.106087211593985,5.049578999999994,7.4125470000001314,-1,123,195
8.106087097141426,4.2361130000001594,5.9379579999999805,-1,124,202
8.597310676528917,3.9940019999999095,6.015450000000101,-1,125,210
8.10608702084748,6.0430639999999585,8.977423000000044,-1,126,212
8.351698804218323,4.249890999999934,6.636430999999902,-1,127,195
8.351698956759646,3.8590079999999034,5.341881999999941,-1,128,210
8.474504778491488,5.99388399999998,8.09936800000014,-1,129,188
8.35169896951023,4.1184639999999035,6.349761999999828,-1,130,203
8.597310651109243,4.272804999999835,5.950125000000071,-1,131,206
8.72011653646594,4.1648069999998825,4.766119000000117,-1,132,205
8.106087033528214,4.651534000000083,6.905806999999868,-1,133,184
7.860475339178617,4.8458630000000085,7.039193999999952,-1,134,199
7.860475288362553,5.3496070000001055,7.613938999999846,-1,135,199
8.228893020575246,4.3210690000000795,6.000882000000047,-1,136,210
8.106087122549457,4.166107000000011,6.583174000000099,-1,137,201
8.597310612985554,4.430170999999973,6.706544000000122,-1,138,204
8.22889296974754,6.608974999999873,10.327479999999923,-1,139,211
8.228893007894513,5.686709000000064,8.012634999999818,-1,140,206
7.4920577341225,4.516542999999956,6.017111999999997,-1,141,209
8.474504816673386,5.738991999999826,7.435111000000006,-1,142,199
8.474504740379441,5.044360999999981,6.439677999999958,-1,143,206
7.983281224430539,4.754895000000033,6.341273000000001,-1,144,204
9.088534166965013,6.905426999999918,9.257563000000118,-1,145,196
8.106087224263076,5.373835999999983,7.257613999999876,-1,146,206
8.842922332743182,4.207510000000184,6.404876000000058,-1,147,206
8.106087109833801,3.8171270000000277,5.918599999999969,-1,148,196
8.597310536645042,4.213309999999865,5.6191029999999955,-1,149,199
7.860475301020003,4.16154500000016,6.531350999999859,-1,150,206
7.983281326225648,3.4413359999998647,5.218812000000071,-1,151,204
8.228892944304583,4.278350000000046,6.485121999999819,-1,152,206
7.6148636448406615,3.600913999999875,5.526961999999912,-1,153,215
8.22889294429294,5.251445000000103,8.200976000000082,-1,154,207
8.842922396321471,5.227673999999979,6.60227000000009,-1,155,208
8.106087122572742,4.194778000000042,5.91929099999993,-1,156,207
8.351698956748004,3.883579999999938,5.764457999999877,-1,157,203
8.474504714936483,4.046966000000111,5.089170999999851,-1,158,206
8.1060871225611,5.526884999999993,8.23983700000008,-1,159,199
7.9832812753630185,4.423945000000003,6.447717999999895,-1,160,203
8.22889291888491,5.463956000000053,8.955470000000105,-1,161,207
8.597310663836543,4.736499000000094,6.545246000000134,-1,162,213
7.737669492062026,6.091721999999891,8.943725000000086,-1,163,203
7.98328127537466,3.8440140000000156,5.495739000000185,-1,164,203
8.720116485580025,4.7835439999998925,7.266652000000022,-1,165,205
7.983281186376698,5.224052000000029,7.016990999999962,-1,166,202
8.228892969735899,4.573775000000069,6.623986999999943,-1,167,204
7.860475377337231,4.24742399999991,6.369359000000031,-1,168,201
8.228893020621811,4.32534099999998,6.869515999999976,-1,169,195
7.860475313782226,3.7223880000001373,5.452254999999923,-1,170,211
8.2288929442813,4.897095000000036,7.775018999999929,-1,171,197
8.597310587542598,5.587436999999909,8.273467999999866,-1,172,203
8.474504803946086,4.52862899999991,6.988464000000022,-1,173,193
7.614863657579602,3.7510409999999865,5.200745000000097,-1,174,210
8.965728218053313,4.286206999999877,6.731509000000187,-1,175,213
7.737669492050385,5.284924000000046,7.048510999999962,-1,176,203
8.474504740379441,5.08226999999988,7.298659999999927,-1,177,209
7.983281288078675,4.414188999999624,6.772287000000233,-1,178,209
8.59731061295063,4.718454000000293,7.293443000000025,-1,179,206
8.106087173435371,3.9588810000000194,5.770501000000422,-1,180,207
8.597310600269896,5.178531000000021,7.503418000000238,-1,181,222
8.474504740367799,4.225615000000289,6.12689999999975,-1,182,212
7.860475428176578,4.367984999999862,6.109157000000323,-1,183,188
8.597310536714891,4.197672000000239,6.051315000000159,-1,184,208
8.106087033539856,4.412503999999899,6.997096000000056,-1,185,211
8.474504765799114,3.5192470000001776,5.615256000000045,-1,186,204
7.983281249943345,3.4997840000000906,4.6260590000001685,-1,187,211
8.474504765810755,5.241137999999864,8.245844000000034,-1,188,199
7.98328118638834,4.226545999999871,6.649090999999771,-1,189,210
