Branching Factor,Num Examples,Accuracy,Training Time (s),Test Time (s)
5,1,0.0891,0.00017404556274414062,0.7835140228271484
5,1,0.1067,0.00021791458129882812,0.9561011791229248
5,1,0.1134,0.00013899803161621094,0.9258229732513428
5,1,0.1279,0.0001819133758544922,0.7612829208374023
5,1,0.1068,0.0001690387725830078,0.9054470062255859
5,1,0.1398,0.0001399517059326172,0.9013168811798096
5,1,0.1048,0.00013899803161621094,0.7954568862915039
5,1,0.1027,0.00017595291137695312,0.7291710376739502
5,1,0.1015,0.00017499923706054688,0.8949661254882812
5,1,0.107,0.00014901161193847656,0.9128692150115967
5,10,0.1316,0.000823974609375,1.366729974746704
5,10,0.1482,0.0007510185241699219,1.8030509948730469
5,10,0.1497,0.0010101795196533203,1.6634280681610107
5,10,0.1461,0.0007989406585693359,1.7463898658752441
5,10,0.1441,0.0008881092071533203,2.1902010440826416
5,10,0.0991,0.0009090900421142578,2.155898094177246
5,10,0.1063,0.0010058879852294922,1.7050070762634277
5,10,0.1875,0.0007798671722412109,1.8557069301605225
5,10,0.1411,0.0009200572967529297,1.762911081314087
5,10,0.1609,0.0008678436279296875,1.8927521705627441
5,100,0.1773,0.017514944076538086,3.945913791656494
5,100,0.1676,0.017308950424194336,3.886043071746826
5,100,0.1707,0.014909982681274414,3.409428834915161
5,100,0.1823,0.01719808578491211,3.5232717990875244
5,100,0.1438,0.018630027770996094,3.635025978088379
5,100,0.1661,0.01712512969970703,3.841679096221924
5,100,0.1741,0.02515101432800293,4.087954044342041
5,100,0.1681,0.018080949783325195,3.90065598487854
5,100,0.1437,0.018126964569091797,4.151201009750366
5,100,0.1701,0.022391080856323242,4.002706050872803
5,1000,0.2064,0.31576108932495117,5.836164951324463
5,1000,0.1856,0.3634369373321533,6.503479957580566
5,1000,0.1973,0.3288090229034424,5.489552974700928
5,1000,0.2061,0.309542179107666,5.708520889282227
5,1000,0.2041,0.34148097038269043,6.2674620151519775
5,1000,0.1988,0.3085470199584961,5.658798933029175
5,1000,0.2073,0.30101704597473145,6.166016101837158
5,1000,0.2033,0.35580992698669434,6.385386943817139
5,1000,0.1941,0.3814530372619629,6.275827169418335
5,1000,0.1986,0.3340129852294922,5.95324182510376
5,5000,0.2225,2.596052885055542,8.713853120803833
5,5000,0.2178,2.465651035308838,8.030624151229858
5,5000,0.2167,2.2972328662872314,7.638976097106934
5,5000,0.2246,2.493682861328125,8.232733011245728
5,5000,0.2322,2.5665340423583984,8.116888046264648
5,5000,0.2126,2.277862071990967,8.25186014175415
5,5000,0.2182,2.353940963745117,7.909143924713135
5,5000,0.2221,2.411797046661377,8.060391902923584
5,5000,0.2284,2.4093761444091797,8.28101897239685
5,5000,0.2272,2.3401758670806885,8.156035900115967
5,10000,0.2343,5.462946891784668,8.891587972640991
5,10000,0.2357,4.590794801712036,8.487401008605957
5,10000,0.2331,4.977955102920532,8.115378141403198
5,10000,0.2366,5.334132194519043,8.92251205444336
5,10000,0.2379,5.256248950958252,8.732779026031494
5,10000,0.24,5.401624917984009,9.172945022583008
5,10000,0.244,5.395478963851929,8.613642930984497
5,10000,0.2319,5.316359043121338,8.70269513130188
5,10000,0.2416,5.222154140472412,8.416874170303345
5,10000,0.2315,5.2811970710754395,8.701422929763794
5,20000,0.242,12.08254098892212,9.76829218864441
5,20000,0.2453,11.729313135147095,9.907815933227539
5,20000,0.2521,11.270662069320679,9.670989990234375
5,20000,0.25,13.018718957901001,10.526479959487915
5,20000,0.2493,13.436890840530396,13.140449047088623
5,20000,0.2396,12.192209005355835,9.665291786193848
5,20000,0.2416,12.7295560836792,10.795997142791748
5,20000,0.2486,12.112655878067017,9.92592191696167
5,20000,0.2568,12.452226877212524,9.653260946273804
5,20000,0.2366,11.097232103347778,9.58961009979248
5,30000,0.2539,18.866262912750244,9.964369058609009
5,30000,0.2536,17.9554660320282,9.892539024353027
5,30000,0.2594,17.13877511024475,9.395745992660522
5,30000,0.2557,16.934632062911987,10.070605993270874
5,30000,0.2543,19.492671012878418,10.053410053253174
5,30000,0.2537,17.28354787826538,9.229614973068237
5,30000,0.2542,16.0152530670166,9.093626976013184
5,30000,0.2579,18.887260913848877,10.306200981140137
5,30000,0.2568,18.204527139663696,9.621872901916504
5,30000,0.2556,16.23947787284851,9.401233911514282
5,40000,0.2651,23.755114793777466,10.246135950088501
5,40000,0.2661,23.871689081192017,9.68469500541687
5,40000,0.2613,24.60796284675598,10.2376868724823
5,40000,0.258,26.55254316329956,10.64075779914856
5,40000,0.26,27.116792917251587,11.006590843200684
5,40000,0.2617,26.03749704360962,9.844038009643555
5,40000,0.2596,23.36778712272644,10.811858892440796
5,40000,0.2509,26.407853841781616,10.624933958053589
5,40000,0.2584,25.319316148757935,10.585625171661377
5,40000,0.2617,25.22081995010376,10.038273096084595
5,50000,0.271,30.697582960128784,9.860388994216919
5,50000,0.2662,32.83503794670105,10.430068016052246
5,50000,0.2663,31.83504891395569,10.396993160247803
5,50000,0.2582,35.83168911933899,11.360870838165283
5,50000,0.2714,32.25132203102112,10.105262994766235
5,50000,0.2616,33.050143003463745,10.837707996368408
5,50000,0.2614,31.908883810043335,10.56221318244934
5,50000,0.2617,31.873698949813843,10.68339991569519
5,50000,0.2655,31.326356887817383,9.883145093917847
5,50000,0.2676,32.01861500740051,10.486004114151001
