Branching Factor,Num Examples,Accuracy,Training Time (s),Test Time (s)
2,1,0.1151,0.000270843505859375,1.3411850929260254
2,1,0.175,0.00021004676818847656,1.2155120372772217
2,1,0.1407,0.00022292137145996094,1.2547311782836914
2,1,0.1078,0.00022721290588378906,1.4139180183410645
2,1,0.1709,0.000186920166015625,1.3192329406738281
2,1,0.1435,0.0002269744873046875,1.1951870918273926
2,1,0.1468,0.00021791458129882812,1.374859094619751
2,1,0.1497,0.0002410411834716797,1.3920989036560059
2,1,0.1847,0.00022411346435546875,1.3363230228424072
2,1,0.1925,0.00022602081298828125,1.2849340438842773
2,10,0.2416,0.002079010009765625,3.1756880283355713
2,10,0.2877,0.0025758743286132812,2.939901828765869
2,10,0.2655,0.0031621456146240234,3.8361189365386963
2,10,0.1699,0.002410888671875,4.067403078079224
2,10,0.2615,0.002004861831665039,2.8908870220184326
2,10,0.2884,0.0021448135375976562,3.334662914276123
2,10,0.2979,0.0017211437225341797,2.559899091720581
2,10,0.1932,0.002279996871948242,2.0362720489501953
2,10,0.2345,0.0021469593048095703,3.2530789375305176
2,10,0.1356,0.002079010009765625,3.126607894897461
2,100,0.4488,0.049893856048583984,5.889837980270386
2,100,0.42,0.0434870719909668,5.6383349895477295
2,100,0.3702,0.049285173416137695,5.845049142837524
2,100,0.3752,0.0434720516204834,5.842785120010376
2,100,0.3902,0.04487204551696777,6.254509925842285
2,100,0.3602,0.0473480224609375,5.899669170379639
2,100,0.3972,0.05077505111694336,6.1632421016693115
2,100,0.3965,0.04527902603149414,6.109539031982422
2,100,0.3609,0.051481008529663086,6.550632953643799
2,100,0.4418,0.04872703552246094,6.396849870681763
2,1000,0.5983,0.7258248329162598,8.995893001556396
2,1000,0.536,0.7423222064971924,8.769948959350586
2,1000,0.5852,0.7170219421386719,8.85112714767456
2,1000,0.5624,0.7232651710510254,8.941515922546387
2,1000,0.5451,0.7414181232452393,9.117910861968994
2,1000,0.5701,0.7260620594024658,8.951650142669678
2,1000,0.5671,0.7152581214904785,8.911463975906372
2,1000,0.5815,0.6888279914855957,8.557213068008423
2,1000,0.5961,0.7456150054931641,9.362760066986084
2,1000,0.5677,0.740753173828125,9.052970886230469
2,10000,0.7253,10.629421949386597,12.223781108856201
2,10000,0.7007,10.12449312210083,12.339000940322876
2,10000,0.7165,9.93850588798523,11.878291130065918
2,10000,0.7251,10.704363822937012,12.756725072860718
2,10000,0.7114,10.13568902015686,12.146246194839478
2,10000,0.7279,10.881762027740479,12.710137844085693
2,10000,0.7304,11.695619106292725,13.681504011154175
2,10000,0.7101,10.758296012878418,13.026044130325317
2,10000,0.714,10.189006805419922,12.272074937820435
2,10000,0.7051,10.483241081237793,12.47011399269104
2,20000,0.7528,22.406562089920044,13.388612985610962
2,20000,0.7523,21.642355918884277,12.824387788772583
2,20000,0.7436,23.904146909713745,14.010054111480713
2,20000,0.7434,22.429369926452637,13.3380708694458
2,20000,0.7303,22.451964139938354,13.383005142211914
2,20000,0.7275,21.614115953445435,12.813642024993896
2,20000,0.7285,21.933295965194702,13.104717016220093
2,20000,0.7538,23.482192993164062,13.95079517364502
2,20000,0.7578,21.824228048324585,13.086635112762451
2,20000,0.7509,22.97536015510559,13.551484823226929
2,30000,0.7494,33.86398100852966,13.49800705909729
2,30000,0.762,34.679513931274414,13.641746997833252
2,30000,0.7554,35.43539810180664,14.12759804725647
2,30000,0.7632,33.78800678253174,13.391391038894653
2,30000,0.7542,35.74792504310608,14.13982105255127
2,30000,0.7668,34.777055978775024,13.60024905204773
2,30000,0.7533,34.85813093185425,13.77104902267456
2,30000,0.7697,35.49356698989868,13.975119829177856
2,30000,0.7619,35.92797088623047,14.115812063217163
2,30000,0.7661,33.91944217681885,13.451864957809448
2,40000,0.7649,48.630407094955444,14.281790018081665
2,40000,0.7673,46.34689903259277,13.736747026443481
2,40000,0.7697,47.975517988204956,14.181241989135742
2,40000,0.7776,47.85480713844299,14.315962791442871
2,40000,0.762,48.31422305107117,14.149111986160278
2,40000,0.7811,48.025481939315796,14.223714113235474
2,40000,0.7792,48.13250398635864,14.18277907371521
2,40000,0.7757,48.553313970565796,14.117776155471802
2,40000,0.7717,48.626691818237305,14.375051021575928
2,40000,0.7596,49.74842119216919,14.581569910049438
2,50000,0.7785,63.06605100631714,14.787760972976685
2,50000,0.7828,62.935206174850464,14.891994953155518
2,50000,0.7741,58.96523308753967,13.915565967559814
2,50000,0.7814,62.819149017333984,15.352147102355957
2,50000,0.7759,60.9837920665741,14.442362070083618
2,50000,0.7862,60.96824502944946,14.246530055999756
2,50000,0.7781,59.221328020095825,13.957894086837769
2,50000,0.7785,63.21629619598389,14.813493967056274
2,50000,0.7831,61.525285959243774,14.620115041732788
2,50000,0.7779,62.027076959609985,14.43540096282959
2,60000,0.7968,78.51436495780945,15.234164953231812
2,60000,0.7824,76.94570803642273,15.170482158660889
2,60000,0.7906,75.88267993927002,14.805089950561523
2,60000,0.7961,73.43389701843262,14.49253511428833
2,60000,0.7904,72.78719091415405,14.255259990692139
2,60000,0.7999,71.6896300315857,14.191075086593628
2,60000,0.7795,77.08106088638306,15.143506050109863
2,60000,0.7981,79.29153203964233,15.371105909347534
2,60000,0.7978,80.1196711063385,15.539533853530884
2,60000,0.7932,73.89864182472229,14.720070123672485
